,Name,Duration,Genre,Rating,No. of Ratings,No. of Episodes,Creators,Stars,Reviews (Users),Reviews (Critics),Seasons,Storyline,Language,Release Date
162,Jodha Akbar,21min,"['Action', 'Drama', 'History']",5.9,590,568,,"['Rajat Tokas', 'Paridhi Sharma', 'Kunal Khosla']",5,2,1,"A sixteenth century political marriage of convenience between a Mughal emperor Akbar and a Rajput princess Jodha Bai. The show focuses on how their political marriage brings love between them to an extent that it changed the fate of India. This period drama also portrays the wars of that time along with the relations between the Mughals and the Rajputs. The drama also focuses on the functioning of the queens, the courts, courtesans, the ministers and their influence on the love story of Akbar and Jodha Bai. The show also highlights on how Mughal emperor Jalaluddin acquires the title of Akbar from the people. Jallaludin Mohommad (Akbar) who had inherited his father, Humayan's Mughal Empire at the age of 13, after his father's death, had been brought up almost like a trained assassin by Bairam Khan, his father's supreme commander. Hard-nosed, rough, tough and heartless - and priding himself on the each of those facets of his personality, the only thing Akbar had learnt was to expand his...
Written by
Anonymous",Hindi,2013 (India)
163,Masaba Masaba,50min,"['Comedy', 'Drama']",6.7,1490,7,,"['Masaba Gupta', 'Neena Gupta', 'Neil Bhoopalam']",53,8,2,"This scripted series based on real-life moments from Masaba Gupta's life follows her unique background, the diverse worlds she straddles across fashion and family, and her foray back into the dating world. An inspirational, joyous celebration of her life, this fun series will be packed with tongue-in-cheek humour, enacted by the mother-daughter duo, Masaba, and Neena Gupta themselves.",Hindi,28 August 2020 (USA)
164,Koffee with Karan,1h,"['Comedy', 'Talk-Show']",7.1,3281,134,,"['Karan Johar', 'Shahid Kapoor', 'Shah Rukh Khan']",22,2,6,"The celebrity couples who appeared on the show were: Shahrukh Khan and Kajol Rani Mukherjee and Kareena Kapoor, Preity Zinta and Saif Ali Khan, Aishwarya Rai and Sanjay Leela, Bhansali Fardeen Khan and Zayed Khan, Gurinder Chadha and Farah Khan, Amitabh Bachchan and Abhishek Bachchan, Gauri Khan and Suzanne Khan-Roshan, Sunny Deol and Bobby Deol, Shabana Azmi and Shobha De, Ekta Kapoor and Sunitha Menon and Hrithik Roshan, Farhan Akhtar and Uday Chopra, Bipasha Basu and Lara Dutta, Sushmita Sen and Sanjay Dutt, Abhishek Bachchan and Preity Zinta, Konkona Sen Sharma and Rahul Bose, Priyanka Chopra and Arjun Rampal, Smriti Irani and Sakshi Tanwar, Malaika Arora-Khan and Amrita Arora, John Abraham and Vivek Oberoi, Rishi Kapoor and Neetu Singh, Esha Deol and Shahid Kapoo,r Hema Malini and Zeenat Aman. Series Finale- Shahrukh Khan, Amitabh Bachchan, Sanjay Leela, Bhansali Farah, Khan Farhan, Akhtar Kajol, and Jaya Bachchan.
Written by
Sherazade",English,19 November 2004 (India)
165,Kaale Dhande,4h,['Comedy'],8.1,180,9,,"['Neha Khan', 'Mahesh Manjrekar', 'Nikhil Ratnaparkhi']",9,,8,"Kaale Dhande is a ZEE5 Original comedy series starring Mahesh Manjrekar, Shubhankar Tawade, Neha Khan, Onkar Raut and Nikhil Ratnaparkhi. This bold, new age laugh riot revolves around Vicky, a young photographer, whose life turns upside down due to various unforeseen situations. Desperate to put things in order, he gets entangled into further mess.",Hindi,2 October 2019 (India)
166,"Illegal - Justice, Out of Order",,"['Crime', 'Drama', 'Thriller']",7.3,2587,10,,"['Neha Sharma', 'Akshay Oberoi', 'Piyush Mishra']",1064,3,1,"An idealistic lawyer is trapped in the murky world of criminal law. Two cases (one about the death penalty for women in India, the other about sexual harassment in the workplace) show how out of order the justice system can be.",Hindi,2020 (India)
167,The Glitch,,"['Comedy', 'Drama']",8.1,44,3,,"['Apoorva Arora', 'Sunita Rajwar', 'Himika Bose']",1,,1,"Sometimes in order to understand someone's point of view you need to put yourself in their shoes...literally. This is what happens when a 17-year-old shy girl and her bubbly 70-year-old grandmother switch bodies and discover each other's lives and secrets, while they figure out how to reverse this 'Glitch'.",Hindi,15 December 2020 (India)
168,Marzi,43min,['Drama'],7.2,1612,6,,"['Rajeev Khandelwal', 'Aahana Kumra', 'Vivek Mushran']",648,,1,Anurag and Sameera go on a date - a night that will change their lives forever. The truth is tested and the lies are revealed when both have completely different versions of the night.,Hindi,3 March 2020 (India)
169,Special Ops 1.5: The Himmat Story,,"['Action', 'Crime', 'Drama']",,,0,,['Kay Kay Menon'],,,,,Hindi,2021 (India)
170,Kid vs. Kat,22min,"['Animation', 'Action', 'Adventure']",6,2703,52,"['Shelley Hoffman', 'Robert Pincombe', 'Rob Boutilier']","['Erin Mathews', 'Kathleen Barr', 'Trevor Devall']",15,1,2,"When 10-year old Coop Burtonburger's spoiled little sister Millie, brings home a mysterious stray cat, Coop's idyllic life is turned upside down. Coop soon discovers Kat is more than just a scrawny, purple, hairless pet; he is also a super-smart, conniving mastermind, and Kat's also an alien with a fanatical hate for Coop himself. Kat instantly declares war on Coop--to the death; the two fight constantly as Coop tries to stop Kat and tell the world about his possible plans, only to find Kat destroying the evidence and putting the blame on Coop every time.
Written by
Anonymous",English,13 February 2009 (USA)
171,Indian Matchmaking,,"['Reality-TV', 'Romance']",6.2,2738,8,,"['Sima Taparia', 'Vyasar M. Ganesan', 'Akshay Jakhete']",116,9,1,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",Hindi,16 July 2020 (USA)
172,Bisaat,26min,['Thriller'],5.6,155,8,,"['Omkar Kapoor', 'Richisha Gulati', 'Vishal Dave']",9,,1,"Exploring dangerous secrets, the 8 episodic series traces the life of Dr. Kiyana Verma (Sandeepa Dhar), a psychiatrist who always goes the extra mile to resolve her patients' issues. She finds herself consulting on a new case of a woman called Radhika Kapoor (Leena Jumani), who complains of being in an abusive relationship with her husband and business tycoon, Yash Kapoor (Khalid Siddiqui). As Kiyana's need to help her patients is beyond the four walls of the clinic, she begins to dig deeper into Yash's life despite the hospital and her husband, Dr. Abhijit Joshi's (Omkar Kapoor) advice against it. Not long after, Yash Kapoor is found brutally murdered at his beach house and all fingers are pointed towards Dr. Kiyana Verma. What follows next are revelations, blackmail, and a thrilling chase to find out who murdered Yash Kapoor. A pawn, a target, or the culprit - what is Dr. Kiyana's ultimate truth?",Hindi,15 April 2021 (India)
173,Poison,35min,"['Crime', 'Drama', 'Thriller']",8,1288,23,,"['Faisal Rashid', 'Gaurav Sharma', 'Sakshi Pradhan']",514,,2,"After getting released from jail, Ranveer moves to Goa to seek revenge on his enemies. Meanwhile, DSP Vikram sets his eyes on Antonio Verghese, a gangster who operates from Goa. The plot thickens when the lives of these three men are entwined.",Hindi,19 April 2019 (India)
174,Engineering Girls,20min,"['Comedy', 'Drama']",7,1234,5,,"['Barkha Singh', 'Sejal Kumar', 'Kritika Avasthi']",8,,1,"Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",Hindi,1 June 2018 (India)
175,Never Kiss Your Best Friend,24min,['Romance'],7.9,1116,20,,"['Anya Singh', 'Niki Walia', 'Nakuul Mehta']",359,,2,Its about two best friends sumer Singh Dillon and Tanie brar in London. Their relationship of from best friends take a turn after they unintentionally share a kiss . and the how the face the circumstances in life after 7 years of separation,Hindi,20 January 2020 (India)
176,Khul Ja Sim Sim: Ullu Series,29min,"['Comedy', 'Romance']",6.6,81,8,,"['Nikhita Chopra', 'Devesh Siwal', 'Kundan Kumar']",3,,1,The plot revolves around a newly married couple and the dreams of a girl who loves experiments and fun in marital relation,Hindi,2020 (India)
177,Byomkesh,,"['Crime', 'Mystery']",8.3,742,14,,"['Anirban Bhattacharya', 'Subrat Dutta', 'Ridhima Ghosh']",14,,6,"Set in 1930s the series is based on the adventures of Byomkesh and his friend and biographer Ajit, who accompanies Bakshi during his investigations.",Bengali,14 October 2017 (India)
178,Suno Sasurji,35min,['Romance'],8.6,80,0,,"['Kumari Simran', 'Pintu Kumar', 'Amit Kumar']",,,,"An Impotent Husband, a Turned-on Wife and a Perverted Sasurji, when Desires arise, will the sanctity of relations prevail, or will they give in to their lust remains to be seen.",Hindi,3 April 2020 (India)
179,Ishk Par Zor Nahin,,['Drama'],9.1,712,2,,"['Jaswinder Gardner', 'Richisha Gulati', 'Akshita Mudgal']",42,,1,"When two people with contrasting ideologies about marriage cross paths with each other, it leads to chaos and misunderstandings.",Hindi,15 March 2021 (India)
180,Dupur Thakurpo,,['Comedy'],4.4,189,21,,"['Soumendra Bhattacharya', 'Swastika Mukherjee', 'Monalisa']",2,,3,"When Jibon Babu brings home a vivacious wife Uma, inappropriate things start happening as she becomes the fantasy and obsession of the other young tenants in the house.",Bengali,1 October 2017 (India)
181,The Kapil Sharma Show,1h,"['Comedy', 'Talk-Show']",7.8,4053,307,,"['Kapil Sharma', 'Kiku Sharda', 'Sumona Chakravarti']",39,,3,"Comedian Kapil Sharma interacts with celebrity guests about their latest films while keeping the audience laughing with his wit, humour and assorted skits.",Hindi,23 April 2016 (India)
182,Mum Bhai,22min,"['Action', 'Crime', 'Drama']",7,1194,12,,"['Angad Bedi', 'Sandeepa Dhar', 'Sameer Dharmadhikari']",527,1,1,"Welcome to the 90s Mumbai, where the Bhais' called the shots. Mum Bhai, a crime-thriller set in the 90s, a time when Mumbai was dominated by the underworld. It was the time when everyone wanted to rule the city, and so did Rama Shetty - One of the most wanted gangsters and Bhaskar Shetty - A top encounter specialist. Belonging to two different sides of the coin, Bhaskar and Rama were like brothers, but the tables turned when politics and power took over every relationship. Bhaskar Shetty gained power, money and fame, but there was someone who was smarter than him, who was playing him, who was actually ruling the city, who was the real Mum Bhai. As you dive deeper into the story, you'll not just see the dark side, but the grey side of the city, the side where the only rule was to rule the city.
Written by
Devdeepa Mukherjee",English,12 November 2020 (India)
183,Bhopal to Vegas,,['Comedy'],7.2,100,22,"['Harjeet Chhabra', 'Nisheeth Neerav Neelkanth']","['Sonia Balani', 'Ahan Nirban', 'Arun Sharma']",19,,1,What happens in Vegas will also happen in Bhopal now. Three friends decide to venture into a risky new business.,Hindi,27 May 2021 (India)
184,May I Come in Madam?,21min,['Comedy'],8.3,572,463,,"['Sandeep Anand', 'Neha Pendse', 'Sapna Sikarwar']",7,,1,"Sajan Agarwal is mentally tortured by his mother-in-law and Bhupesh. He falls in love with his new boss, Sanjana.(Madam) who is very straightforward and mysterious. She is friend of Sajan's wife, Kashmira and calls her ""Kash"" and often bullies Sajan.
Written by
Dinesh Mali",Hindi,7 March 2016 (India)
185,Saath Nibhana Saathiya,22min,['Family'],2.3,959,2183,,"['Rupal Patel', 'Vandana Vithlani', 'Devoleena Bhattacharjee']",25,1,1,"Gopi is in extreme depression after Ahem's passing, has not smiled or talked in 4 years. Kokila decides to accept Dr. Krishna Raheja's proposal of him marrying Gopi; on the wedding day, Gopi recovers, only to be unwilling forced to marry Dr. Krishna. Jigar and Paridhi have undergone major personality changes and are no longer the caring and family-oriented persons. Paridhi had kicked out Sahir, Sonakshi and their two sons out of Modi Bhavan, and gets Jigar's other son Samar married to Monica, an arrogant fashionista. Meanwhile, Meera hates Vidya as she holds the latter responsible for the former's miscarriage, while the real culprit is Naiyya, Shravan's sister. Gopi vows to reunite the Modis by taking over the family business, and eventually succeeds. It is revealed that Krishna is Mansi's brother, and him, Mansi and Pramila (his mother) have come to take revenge on Gopi. Kokila hires Ahem's look-a-like (Jaggi, illegitimate son of Parag and Urvashi), to rescue Gopi.",Hindi,1 January 2010 (India)
186,Kaali,35min,['Thriller'],8.7,1287,9,,"['Jeet Sundor Chakraborty', 'Jit Das', 'Saronita Roy']",310,,1,"Kaali is hiding with her son in a witness protection programme supervised by Aniket. JinLiang escapes during his deportation which turns Kaali's peaceful life upside down and eventually she loots the biggest drug consignment with the help of an uprising drug mafia named Swapan, who was trying to regain his lost pride.",Hindi,29 May 2020 (India)
187,Qubool Hai 2.0,23min,['Romance'],8.6,874,10,,"['Daksh Sharma', 'Lillete Dubey', 'Karan Singh Grover']",87,2,1,"It is the story of Asad and Zoya -- two individuals who have surrendered to their ideals. One to the cause of his country, another to her duty towards her family.",Hindi,12 March 2021 (India)
